"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"150","72","Arbor Vitae, WI","1575 Hwy. 51","Arbor Vitae, WI - 72","","Just north of the Hwy 51/Hwy 70E Intersection","Arbor Vitae","WI","54568","USA","7153582244","","arborvitae@snapfitness.com","www.snapfitness.com/minocquawoodruff","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_72.pdf"
"151","136","Montgomery","300 1st St. North","Montgomery - 136","","Across from Freds IGA Foods","Montgomery","MN","56069","USA","5073648050","","montgomery@snapfitness.com","www.snapfitness.com/montgomery","Yes",""
"152","226","Montpelier","16609 Mountain Rd.","Montpelier - 226","","In the Food Lion Shopping Center","Montpelier","VA","23192","USA","8048830190","","montpelier@snapfitness.com","www.snapfitness.com/montpelier","Yes",""
"153","61","Montrose","125 Nelson Blvd.","Montrose - 61","(US Hwy 12)","","Montrose","MN","55363","USA","7636756750","","montrose@snapfitness.com","www.snapfitness.com/montrose","Yes",""
"155","180","Morris","719 Atlantic Ave.","Morris - 180","","Across from DeToy's Restaurant","Morris","MN","56267","USA","3205856200","","morris@snapfitness.com","www.snapfitness.com/morris","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_180.pdf"
"156","99","Mosinee","445 Orbiting Drive Suite A","Mosinee - 99","","Directly Across from The Stage Stop","Mosinee","WI","54455","USA","7156931440","","mosinee@snapfitness.com","www.snapfitness.com/mosinee","Yes",""
"157","239","Muskego","S74W16853 Janesville Rd.","Muskego - 239","","","Muskego","WI","53150","USA","4144220123","","muskego@snapfitness.com","www.snapfitness.com/muskego","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_239.pdf"
"160","42","New Prague","130 Main Street West","New Prague - 42","Suite A","","New Prague","MN","56071","USA","9527589250","","newprague@snapfitness.com","www.snapfitness.com/newprague","Yes",""
"161","13","New Richmond","575 North Knowles Ave","New Richmond - 13","Suite A","","New Richmond","WI","54017","USA","7152469105","","newrichmond@snapfitness.com","www.snapfitness.com/newrichmond","Yes",""
"162","19","North Branch","6118 Main Street","North Branch - 19","","","North Branch","MN","55056","USA","6516744153","","northbranch@snapfitness.com","www.snapfitness.com/northbranch","Yes",""
"163","130","North East","69 E. Main Unit 1","North East - 130","","","North East","PA","16428","USA","8147252000","","nepa@snapfitness.com","www.snapfitness.com/northeast","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_130.pdf"
"164","237","Raleigh","1141 Falls River Ave","Raleigh - 237","Suite 104","","Raleigh","NC","27614","USA","9198471441","","nraleigh@snapfitness.com","www.snapfitness.com/nraleigh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_237.pdf"
"165","109","Northfield","1500 Clinton Lane","Northfield - 109","","Next to NTB on Hwy. 3","Northfield","MN","55057","USA","5076631777","","northfield@snapfitness.com","www.snapfitness.com/northfield","Yes",""
"167","17","Oakdale","1807 Geneva Ave. N","Oakdale - 17","","Century Ave. and Stillwater Blvd","Oakdale","MN","55128","USA","6517399766","","oakdale@snapfitness.com","www.snapfitness.com/oakdale","Yes",""
"168","132","Oconomowoc","1085 Summit Ave.","Oconomowoc - 132","","Next to Ben Franklin.","Oconomowoc","WI","53066","USA","2625600506","","oconomowoc@snapfitness.com","www.snapfitness.com/oconomowoc","Yes",""
"169","232","Okemos","3552 Meridian Crossing Dr.","Okemos - 232","Suite 595","On Okemos Rd, just N of Jolly Rd","Okemos","MI","48864","USA","5178891571","","okemos@snapfitness.com","www.snapfitness.com/okemos","Yes",""
"170","47","Olivia","106 N 9th St.","Olivia - 47","","","Olivia","MN","56277","USA","3205231700","","olivia@snapfitness.com","www.snapfitness.com/olivia","Yes",""
"171","25","Osceola","2388 State Road 35","Osceola - 25","PO Box 871","Next to Summit Flooring","Osceola","WI","54020","USA","7152944554","","osceola@snapfitness.com","www.snapfitness.com/osceola","Yes",""
"172","82","Osceola","115 N. Main","Osceola - 82","","","Osceola","IA","50213","USA","7152549652","","osceolaia@snapfitness.com","www.snapfitness.com/osceolaia","Yes",""
"173","5","Owatonna","1824 Cedar Ave. South","Owatonna - 5","","","Owatonna","MN","55060","USA","5074553500","","owatonna@snapfitness.com","www.snapfitness.com/owatonna","Yes",""
"175","177","Paynesville","970 Hwy 23","Paynesville - 177","","970 HWY 23","Paynesville","MN","56362","USA","3202432100","","paynesville@snapfitness.com","www.snapfitness.com/paynesville","Yes",""
"176","115","Starr`s Mill","2512 Redwine Road  Suite A","Starr`s Mill - 115","","Off Hwy 74, next to Starr's Mill HS","Fayetteville","GA","30215","USA","7706324444","","starrsmill@snapfitness.com","www.snapfitness.com/starrsmill","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_115.pdf"
"177","126","Pell City","2401 Stemley Bridge Road","Pell City - 126","","Snap Fitness","Pell City","AL","35128","USA","205-338-7666","","pellcity@snapfitness.com","www.snapfitness.com/pellcity","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_126.pdf"
"178","224","Pequot Lakes","31108 Government Drive, #108","Pequot Lakes - 224","","Old Fire Hall Center -Government Dr","Pequot Lakes","MN","56472","USA","2185685999","","pequotlakes@snapfitness.com","www.snapfitness.com/pequotlakes","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_224.pdf"
"181","20","Plymouth","1400 County Road 101 N","Plymouth - 20","Suite H","SE corner of Hwy 101 & Cty Rd 6","Plymouth","MN","55447","USA","7632310125","","plymouth@snapfitness.com","www.snapfitness.com/plymouth","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_20.pdf"
"183","159","South Portland","747 Broadway","South Portland - 159","","Across from JP Thornton's","South Portland","ME","04106","USA","2077990864","","portland1@snapfitness.com","www.snapfitness.com/portland1","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_159.pdf"
"184","197","Prescott","1435 North Acres Rd.","Prescott - 197","Suite 600","Prescott, WI","Prescott","WI","54021","USA","7152625003","","prescottwi@snapfitness.com","www.snapfitness.com/prescott","Yes",""
"185","30","Prior Lake","16731 Hwy 13 South","Prior Lake - 30","South Lake Village","Next to T.J. Hooligan's on Hwy 13","Prior Lake","MN","55372","USA","9524401660","","priorlake@snapfitness.com","www.snapfitness.com/priorlake","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_30.pdf"
"186","146","Radcliff","147 E. Lincoln Trail","Radcliff - 146","","Still Behind KFC, near Ollie’s","Radcliff","KY","40160","USA","2703511348","","radcliff@snapfitness.com","www.snapfitness.com/radcliff","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_146.pdf"
"187","162","Red Oak","205 South Main St.","Red Oak - 162","Suite 1901","Snap Fitness of Red Oak","Red Oak","TX","75154","USA","9725760388","","redoak@snapfitness.com","www.snapfitness.com/redoak","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_162.pdf"
"188","189","Redmond","11435 Avondale Rd NE","Redmond - 189","","Next to PCC Natural Markets","Redmond","WA","98052","USA","4256052241","","redmond@snapfitness.com","www.snapfitness.com/redmond","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_189.pdf"
"189","235","Red Wing","3257 South Service Drive","Red Wing - 235","","","Red Wing","MN","55066","USA","6513887774","","redwing@snapfitness.com","www.snapfitness.com/redwing","Yes",""
"191","28","Rice Lake","225 South Main Street","Rice Lake - 28","","","Rice Lake","WI","54868","USA","7154347627","","ricelake@snapfitness.com","www.snapfitness.com/ricelake","Yes",""
"192","206","Minneapolis","5409 Penn Ave.","Minneapolis - 206","","","Minneapolis","MN","55419","USA","6128690085","","minneapolis4@snapfitness.com","www.snapfitness.com/minneapolis4","Yes",""
"194","1","River Falls","1025 S. Main St.","River Falls - 1","","","River Falls","WI","54022","USA","7154259330","","riverfalls@snapfitness.com","www.snapfitness.com/riverfalls","Yes",""
"195","52","Roberts","147 Jennifer Rae Junction N","Roberts - 52","","Hwy 12/65 next to Subway & Holiday","Roberts","WI","54023","USA","7157499019","","roberts@snapfitness.com","www.snapfitness.com/roberts","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_52.pdf"
"196","49","Rochester","2477 Clare Ln NE","Rochester - 49","","","Rochester","MN","55906","USA","5072892124","","rochester@snapfitness.com","www.snapfitness.com/rochester","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_49.pdf"
"198","34","Rockford","8022 Highway 55","Rockford - 34","","","Rockford","MN","55373","USA","7632677595","","rockford@snapfitness.com","www.snapfitness.com/rockford","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_34.pdf"
"200","246","Roseville","2216 County Rd. D West","Roseville - 246","","Tower Glen Mall at 35W & Co. Rd. D","Roseville","MN","55112","USA","6516360405","","roseville@snapfitness.com","www.snapfitness.com/roseville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_246.pdf"
"203","231","Saraland","25 Shelton Beach Rd.","Saraland - 231","","25 Shelton Beach Road & Hwy 43","Saraland","AL","36571","USA","2516795554","","saraland@snapfitness.com","www.snapfitness.com/saraland","Yes",""
"204","154","Sartell","809 10th Ave. N.","Sartell - 154","","","Sartell","MN","56377","USA","3202527627","","sartell@snapfitness.com","www.snapfitness.com/sartell","Yes",""
"206","81","Seward","33 Main Street","Seward - 81","","33 Main Street (or Hwy 34)","Seward","NE","68434","USA","4026462000","","seward@snapfitness.com","www.snapfitness.com/seward","Yes",""
"207","142","Shawnee","5437 Roberts Street","Shawnee - 142","","","Shawnee","KS","66226","USA","9134419496","","shawnee@snapfitness.com","www.snapfitness.com/shawnee","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_142.pdf"
"209","134","Minneapolis 2nd Ave. Skyway","250 2nd Ave So","Minneapolis 2nd Ave. Skyway - 134","Suite 282","Skyway Level Commerce at the Crossings Bldg","Minneapolis","MN","55401","USA","6123383999","","skyway1@snapfitness.com","www.snapfitness.com/skyway1","Yes",""
"210","26","Somerset","403 Laser Drive","Somerset - 26","","Meet us in the Industrial Park!","Somerset","WI","54025","USA","7152475657","","somerset@snapfitness.com","www.snapfitness.com/somerset","Yes",""
"211","79","Sparta","229 N. Black River St.","Sparta - 79","","","Sparta","WI","54656","USA","6082691700","","spartawi@snapfitness.com","www.snapfitness.com/sparta","Yes",""
"212","110","Spring Lake","414 W. Savidge Street","Spring Lake - 110","","","Spring Lake","MI","49456","USA","6168467627","","springlake@snapfitness.com","www.snapfitness.com/springlake","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_110.pdf"
"213","8","Spring Park","4671 Shoreline Drive","Spring Park - 8","","Marina Shopping Center","Spring Park","MN","55384","USA","9524711114","","springpark@snapfitness.com","www.snapfitness.com/springpark","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_8.pdf"
"215","201","Springville","300 Springville Station","Springville - 201","Suite 100","Next to Walmart Shopping center","Springville","AL","35146","USA","2054670303","","springville@snapfitness.com","www.snapfitness.com/springville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_201.pdf"
"216","219","St. Cloud","1026 4th Street SE","St. Cloud - 219","Suite 202","Arlington Place Complex","St. Cloud","MN","56304","USA","3202522975","","stcloud@snapfitness.com","www.snapfitness.com/stcloud","Yes",""
"217","24","St. Croix Falls","340 East McKenney Street","St. Croix Falls - 24","","","St. Croix Falls","WI","54024","USA","7154839765","","stcroixfalls@snapfitness.com","www.snapfitness.com/stcroixfalls","Yes",""
"218","56","St. Joseph","708 Elm St.","St. Joseph - 56","","County Rd 75 next to Movies Ect.","St. Joseph","MN","56374","USA","3203637757","","stjoseph@snapfitness.com","www.snapfitness.com/stjoseph","Yes",""
"219","93","St. Louis Park","5107 Minnetonka Blvd.","St. Louis Park - 93","","E of Mtka Blvd and Hwy 100 int.","St. Louis Park","MN","55416","USA","9529263040","","stlouispark@snapfitness.com","www.snapfitness.com/stlouispark","Yes",""
"222","103","Stanley","611 South Broadway","Stanley - 103","","Across from the Shell/McDonalds","Stanley","WI","54768","USA","7156440197","","stanley@snapfitness.com","www.snapfitness.com/stanley","Yes",""
"224","58","Stillwater","1471 Stillwater Blvd.","Stillwater - 58","","Off Stillwater Blvd next to Holiday","Stillwater","MN","55082","USA","651-275-9628","","stillwater@snapfitness.com","www.snapfitness.com/stillwater","Yes",""
"225","215","Tampa","12611 Race Track Rd","Tampa - 215","","Country Way to RaceTrack Rd(left)","Tampa","FL","33626","USA","8138141984","","tampa@snapfitness.com","www.snapfitness.com/tampa","Yes",""
"227","94","Tomahawk","690 N 4th St.","Tomahawk - 94","","Located in the Northbay Plaza","Tomahawk","WI","54487","USA","7154535100","","tomahawk@snapfitness.com","www.snapfitness.com/tomahawk","Yes",""
"228","166","Trevor","12033 Antioch Rd.","Trevor - 166","","","Trevor","WI","53179","USA","2628622793","","trevor@snapfitness.com","www.snapfitness.com/trevor","Yes",""
"229","160","Tucson","8832 East Broadway Blvd.","Tucson - 160","","","Tucson","AZ","85710","USA","5205461114","","tucson1@snapfitness.com","www.snapfitness.com/tucson1","Yes",""
"230","73","Urbandale","3963 100th St.","Urbandale - 73","","","Urbandale","IA","50322","USA","5153397018","","urbandale@snapfitness.com","www.snapfitness.com/urbandale","Yes",""
"231","104","Valley City","323 Central Ave. North","Valley City - 104","","","Valley City","ND","58072","USA","7018450000","","valleycity@snapfitness.com","www.snapfitness.com/valleycity","Yes",""
"233","185","Victoria","1772 Steiger Lake Ln","Victoria - 185","","1 block past Season Market on Left","Victoria","MN","55386","USA","9523683004","","victoria@snapfitness.com","www.snapfitness.com/victoria","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_185.pdf"
"234","2","Waconia","1309 Oak Ave.","Waconia - 2","","","Waconia","MN","55387","USA","9524423815","","waconia@snapfitness.com","www.snapfitness.com/waconia","Yes",""
"236","234","Washington","848 Washington Corners","Washington - 234","","","Washington","MO","63090","USA","6364320024","","washington@snapfitness.com","www.snapfitness.com/washingtonmo","Yes",""
"237","106","Waterford","790 Cornerstone Crossing","Waterford - 106","","","Waterford","WI","53185","USA","2625144455","","waterford@snapfitness.com","www.snapfitness.com/waterford","Yes",""
"238","135","Watertown","605 Lewis Ave. N","Watertown - 135","","Snap Fitness","Watertown","MN","55388","USA","6122212787","","watertown@snapfitness.com","www.snapfitness.com/watertown","Yes",""
"240","84","Denham Springs","34130 N LA Highway 16","Denham Springs - 84","","","Denham Springs","LA","70706","USA","225-791-0100","","watson@snapfitness.com","www.snapfitness.com/watson","Yes",""
"241","92","Webster City","902 Seneca St.","Webster City - 92","","","Webster City","IA","50595","USA","5158327965","","webstercity@snapfitness.com","www.snapfitness.com/webstercity","Yes",""
"242","248","West St. Paul","1016 Smith Avenue South","West St. Paul - 248","","Next to Oxendale’s Market","West St. Paul","MN","55118","USA","6512388853","","weststpaul@snapfitness.com","www.snapfitness.com/weststpaul","Yes",""
"243","101","Weston","3910 Schofield Ave.","Weston - 101","","","Weston","WI","54476","USA","7152418987","","weston@snapfitness.com","www.snapfitness.com/weston","Yes",""
"244","127","Westwego","1401 Westbank Exp. Blvd. Suite 105","Westwego - 127","","Corner of Chipley & Westbank Expy","Westwego","LA","70094","USA","5043484242","","westwego@snapfitness.com","www.snapfitness.com/westwego","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_127.pdf"
"245","161","White Bear Lake","4713 Hwy 61","White Bear Lake - 161","Downtown White Bear Lake","Hwy 61 and 4th Street","White Bear Lake","MN","55110","USA","6516537627","","whitebearlake@snapfitness.com","www.snapfitness.com/whitebearlake","Yes",""
"246","218","White Bear Lake","2676 County Road E","White Bear Lake - 218","Century Hills Shopping Center","","White Bear Lake","MN","55110","USA","6517703777","","whitebearlake2@snapfitness.com","www.snapfitness.com/whitebearlake2","Yes",""
"247","191","Winona","1213 Gilmore Ave.","Winona - 191","","Winona Mall","Winona","MN","55987","USA","5074547500","","winona@snapfitness.com","www.snapfitness.com/winona","Yes",""
"251","70","Woodbury","1750 Weir Drive","Woodbury - 70","","Valley Creek Mall","Woodbury","MN","55125","USA","6515017672","","woodbury@snapfitness.com","www.snapfitness.com/woodbury","Yes",""
"252","39","Wyoming","5377 266th St.","Wyoming - 39","","","Wyoming","MN","55092","USA","6514629073","","wyoming@snapfitness.com","www.snapfitness.com/wyoming","Yes",""
"259","269","Sauk Centre","1190 Main Street South","Sauk Centre - 269","","","Sauk Centre","MN","56378","USA","3203517627","","saukcentre@snapfitness.com","www.snapfitness.com/saukcentre","Yes",""
"260","270","Newark","1252 Capitol Trail","Newark - 270","","Next to Yale Lighting!","Newark","DE","19711","USA","3022618138","","newark@snapfitness.com","www.snapfitness.com/newark","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_270.pdf"
"267","384","Thibodaux","1655 St Mary Street","Thibodaux - 384","","","Thibodaux","LA","70301","USA","9854471685","","thibodaux@snapfitness.com","www.snapfitness.com/thibodaux","Yes",""
