"LOCATIONNUMBER","OLDLOCATIONID","LOCATIONID","NAME","PHONE","EMAIL","ADDRESS1","ADDRESS2","CITY","STATE","POSTALCODE","COUNTRY","BUSINESSENTITYCODE","LOCATIONSTATUSNAME","LOCATIONSTATUSCODE","WEBSITEURL","LOCATIONDESCRIPTION","LOCATIONNAMEIDENTIFIER","ISCORPORATE","MAP"
"1081","","1795","Warr Acres","405--60-3-74","warracres@snapfitness.com","4415 North MacArthur Blvd.","","Warr Acres","OK","73122","USA","snapfitness","Open","open","www.snapfitness.com/warracres","","Warr Acres - 1081","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1081.pdf"
"1083","","546","Celina","567--89-0-76","celinaoh@snapfitness.com","909 East Wayne Street","","Celina","OH","45822","USA","snapfitness","Open","open","www.snapfitness.com/celinaoh","","Celina - 1083","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1083.pdf"
"1084","","1700","Wales","262--34-7-33","waleswi@snapfitness.com","200 West Summit Ave.","","Wales","WI","53183","USA","snapfitness","Open","open","www.snapfitness.com/waleswi","","Wales - 1084","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1084.pdf"
"1087","","1771","Woodland","360--22-5-11","woodland@snapfitness.com","1307 Lewis River Rd.","","Woodland","WA","98674","USA","snapfitness","Open","open","www.snapfitness.com/woodland","","Woodland - 1087","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1087.pdf"
"1088","","1563","Miramar","954-436-7627","miramarfl@snapfitness.com","17195 Miramar Parkway","","Miramar","FL","33027","USA","snapfitness","Open","open","www.snapfitness.com/miramarfl","","Miramar - 1088","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1088.pdf"
"1089","","1560","Half Moon Bay","650--72-6-46","halfmoonbayca@snapfitness.com","20 Stone Pine Road","","Half Moon Bay","CA","94019","USA","snapfitness","Open","open","www.snapfitness.com/halfmoonbayca","","Half Moon Bay - 1089","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1089.pdf"
"109","","156","Northfield","507--66-3-17","northfield@snapfitness.com","1500 Clinton Lane","","Northfield","MN","55057","USA","snapfitness","Open","open","www.snapfitness.com/northfield","","Northfield - 109","0",""
"1090","","1714","Helena","205--66-4-26","helenaal@snapfitness.com","2600 Hwy. 58","Suite C, D and E","Helena","AL","35080","USA","snapfitness","Open","open","www.snapfitness.com/helenaal","","Helena - 1090","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1090.pdf"
"1093","","1764","Tarpon Springs","727--93-7-49","tarponspringsfl@snapfitness.com","852 E. Tarpon Ave.","","Tarpon Springs","FL","34689","USA","snapfitness","Open","open","www.snapfitness.com/tarponspringsfl","","Tarpon Springs - 1093","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1093.pdf"
"1094","","1746","Chapel Hill","919-960-6688","chapelhillnc@snapfitness.com","1848 Martin Luther King Jr. Blvd.","","Chapel Hill","NC","27514","USA","snapfitness","Open","open","www.snapfitness.com/chapelhillnc","","Chapel Hill - 1094","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1094.pdf"
"1095","","803","La Crosse-Bluffside","608-781-7627","bluffsidelax@snapfitness.com","1806 State Rd. 16","","La Crosse","WI","54601","USA","snapfitness","Open","open","www.snapfitness.com/bluffsidelax","","La Crosse-Bluffside - 1095","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1095.pdf"
"11","","46","Cokato","320--28-6-00","cokato@snapfitness.com","201 Broadway Ave. South","","Cokato","MN","55321","USA","snapfitness","Open","open","www.snapfitness.com/cokato","","Cokato - 11","0",""
"110","","199","Spring Lake","616-846-7627","springlake@snapfitness.com","414 W. Savidge Street","","Spring Lake","MI","49456","USA","snapfitness","Open","open","www.snapfitness.com/springlake","","Spring Lake - 110","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_110.pdf"
"1100","","1827","Atlanta-West Midtown","404-736-6127","westmidtown@snapfitness.com","1000 Marietta Street NW  Suite 240","","Atlanta","GA","30318","USA","snapfitness","Open","open","www.snapfitness.com/westmidtown","","Atlanta-West Midtown - 1100","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1100.pdf"
"1101","","1703","Bradenton","941-896-8817","westbradenton@snapfitness.com","3541  53rd Ave W","","Bradenton","FL","34210","USA","snapfitness","Open","open","www.snapfitness.com/westbradenton","","Bradenton - 1101","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1101.pdf"
"1106","","1278","Holly Ridge","910-329-0033","hollyridgenc@snapfitness.com","624 U. S. Highway 17 South","","Holly Ridge","NC","28445","USA","snapfitness","Open","open","www.snapfitness.com/hollyridgenc","","Holly Ridge - 1106","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1106.pdf"
"1107","","1853","South Park","412--59-5-78","southparkpa@snapfitness.com","4110 Brownsville Rd","","South Park","PA","15129","USA","snapfitness","Open","open","www.snapfitness.com/southparkpa","","South Park - 1107","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1107.pdf"
"1108","","1787","Vinings","770-693-9013","vinings@snapfitness.com","3621 Vinings Slope SE Suite 1100","","Atlanta","GA","30339","USA","snapfitness","Open","open","www.snapfitness.com/vinings","","Vinings - 1108","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1108.pdf"
"1109","","1913","West Milford","973-506-4333","westmilfordnj@snapfitness.com","20 Marshall Hill Rd.","","West Milford","NJ","07480","USA","snapfitness","Open","open","www.snapfitness.com/westmilfordnj","","West Milford - 1109","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1109.pdf"
"111","","108","La Place","985--65-1-44","laplace@snapfitness.com","524-546 Belle Terre Blvd.","","La Place","LA","70068","USA","snapfitness","Open","open","www.snapfitness.com/laplace","","La Place - 111","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_111.pdf"
"1110","","1878","Milwaukee-East side","414--27-6-76","eastside@snapfitness.com","1815 North Farwell Ave.","","Milwaukee","WI","53202","USA","snapfitness","Open","open","www.snapfitness.com/eastside","","Milwaukee-East side - 1110","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1110.pdf"
"1111","","1778","Talent","541--51-2-60","talentor@snapfitness.com","105 W. Valley View Road, Suite 1","","Talent","OR","97540","USA","snapfitness","Open","open","www.snapfitness.com/talentor","","Talent - 1111","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1111.pdf"
"1112","","1449","Salinas","831--78-3-03","salinasca@snapfitness.com","1128 South Main Street","Unit A","Salinas","CA","93901","USA","snapfitness","Open","open","www.snapfitness.com/salinasca","","Salinas - 1112","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1112.pdf"
"1113","","1351","Fox River Grove","847--63-9-95","foxrivergrove@snapfitness.com","944 IL-Route 22","","Fox River Grove","IL","60021","USA","snapfitness","Open","open","www.snapfitness.com/foxrivergrove","","Fox River Grove - 1113","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1113.pdf"
"1117","","1821","Girard","814--77-4-00","girardpa@snapfitness.com","20 Sunset Drive","","Girard","PA","16417","USA","snapfitness","Open","open","www.snapfitness.com/girardpa","","Girard - 1117","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1117.pdf"
"1120","","1840","Greencastle","765--65-3-40","greencastlein@snapfitness.com","1752 Indianapolis Road","","Greencastle","IN","46135","USA","snapfitness","Open","open","www.snapfitness.com/greencastlein","","Greencastle - 1120","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1120.pdf"
"1121","","1074","St. Paul-Falcon Heights","651--64-6-76","falconheights@snapfitness.com","1557 West Larpenteur Avenue","","St. Paul","MN","55113","USA","snapfitness","Open","open","www.snapfitness.com/falconheights","","St. Paul-Falcon Heights - 1121","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1121.pdf"
"1122","","1106","Franklin","414-425-6490","franklinwi@snapfitness.com","7158 S. 76th Street","","Franklin","WI","53132","USA","snapfitness","Open","open","www.snapfitness.com/franklinwi","","Franklin - 1122","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1122.pdf"
"1123","","1174","Longview","360-636-4321","longviewwa2@snapfitness.com","1940 Cascade Way","","Longview","WA","98632","USA","snapfitness","Open","open","www.snapfitness.com/longviewwa2","","Longview - 1123","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1123.pdf"
"1124","","1724","Havertown","610-642-6200","havertown@snapfitness.com","2320 Haverford Road","","Ardmore","PA","19003","USA","snapfitness","Open","open","www.snapfitness.com/havertown","","Havertown - 1124","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1124.pdf"
"1126","","1799","Birmingham","205--20-2-40","birminghamal@snapfitness.com","2835 Highland Avenue","","Birmingham","AL","35205","USA","snapfitness","Open","open","www.snapfitness.com/birminghamal","","Birmingham - 1126","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1126.pdf"
"1127","","1926","Bay Minette","251--58-0-08","bayminette@snapfitness.com","201 Chamber Dr.","","Bay Minette","AL","36507","USA","snapfitness","Open","open","www.snapfitness.com/bayminette","","Bay Minette - 1127","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1127.pdf"
"1129","","1825","Palm Harbor West","727--33-0-75","palmharborwest@snapfitness.com","1370 Tampa Rd.","","Palm Harbor","FL","34683","USA","snapfitness","Open","open","www.snapfitness.com/palmharborwest","","Palm Harbor West - 1129","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1129.pdf"
"113","","117","Lincoln N","402--32-7-01","lincoln2@snapfitness.com","1777 N 86th St.","","Lincoln","NE","68505","USA","snapfitness","Open","open","www.snapfitness.com/lincoln2","","Lincoln N - 113","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_113.pdf"
"1130","","1680","Pascagoula","228--71-2-26","pascagoula@snapfitness.com","2400 Denny Ave.","","Pascagoula","MS","39567","USA","snapfitness","Open","open","www.snapfitness.com/pascagoula","","Pascagoula - 1130","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1130.pdf"
"1133","","1869","Joppa","443-617-7520","joppamd@snapfitness.com","413 Pulaski Hwy.","","Joppa","MD","21085","USA","snapfitness","Open","open","www.snapfitness.com/joppamd","","Joppa - 1133","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1133.pdf"
"1134","","2015","Mayfield","270--24-7-24","mayfieldky@snapfitness.com","1257 Paris Road","","Mayfield","KY","42066","USA","snapfitness","Open","open","www.snapfitness.com/mayfieldky","","Mayfield - 1134","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1134.pdf"
"1136","","527","Lowell","616--98-7-40","lowellmi@snapfitness.com","2173 West Main St.","","Lowell","MI","49331","USA","snapfitness","Open","open","www.snapfitness.com/lowellmi","","Lowell - 1136","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1136.pdf"
"1137","","1831","Holland","616--74-1-93","hollandfelch@snapfitness.com","12059 Felch St.","","Holland","MI","49424","USA","snapfitness","Open","open","www.snapfitness.com/hollandfelch","","Holland - 1137","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1137.pdf"
"1138","","2082","Gaylord","989-705-7627","gaylordmi@snapfitness.com","780 Edelweiss Village","","Gaylord","MI","49735","USA","snapfitness","Open","open","www.snapfitness.com/gaylordmi","","Gaylord - 1138","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1138.pdf"
"1140","","1798","Sarasota","941-377-5646","sarasota@snapfitness.com","5802 Bee Ridge Road","Suite 102","Sarasota","FL","34232","USA","snapfitness","Open","open","www.snapfitness.com/sarasota","","Sarasota - 1140","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1140.pdf"
"1142","","1718","Rapid City","605--79-1-53","rapidcitynorth@snapfitness.com","1565 Haines Ave.","Suite B","Rapid City","SD","57701","USA","snapfitness","Open","open","www.snapfitness.com/rapidcitynorth","","Rapid City - 1142","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1142.pdf"
"1144","","1915","Raceland","985-532-2204","racelandla@snapfitness.com","4840 Hwy 1","Suite 3","Raceland","LA","70394","USA","snapfitness","Open","open","www.snapfitness.com/racelandla","","Raceland - 1144","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1144.pdf"
"1145","","2052","Hodgenville","270-358-5417","hodgenville@snapfitness.com","83 Shawnee Drive","","Hodgenville","KY","42748","USA","snapfitness","Open","open","www.snapfitness.com/hodgenville","","Hodgenville - 1145","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1145.pdf"
"1146","","946","Grand Rapids","616--36-1-16","grandrapidsmi3@snapfitness.com","1600 E Beltline Ave. NE","","Grand Rapids","MI","49525","USA","snapfitness","Open","open","www.snapfitness.com/grandrapidsmi3","","Grand Rapids - 1146","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1146.pdf"
"1149","","1911","Sugar Hill","678-765-6301","sugarhillga@snapfitness.com","5885 Cumming Hwy.","Ste. 401-402","Sugar Hill","GA","30518","USA","snapfitness","Open","open","www.snapfitness.com/sugarhillga","","Sugar Hill - 1149","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1149.pdf"
"115","","167","Starr`s Mill","770--63-2-44","starrsmill@snapfitness.com","2512 Redwine Road  Suite A","","Fayetteville","GA","30215","USA","snapfitness","Open","open","www.snapfitness.com/starrsmill","","Starr`s Mill - 115","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_115.pdf"
"1151","","1976","Essex","860--76-7-01","essexct@snapfitness.com","125 Westbrook Rd.","","Essex","CT","06426","USA","snapfitness","Open","open","www.snapfitness.com/essexct","","Essex - 1151","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1151.pdf"
"1152","","1991","Cannon Falls","507-263-8326","cannonfallsmn@snapfitness.com","31270 64th Ave. Path","","Cannon Falls","MN","55009","USA","snapfitness","Open","open","www.snapfitness.com/cannonfallsmn","","Cannon Falls - 1152","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1152.pdf"
"1153","","1599","East Aurora","716-655-6600","eastaurora@snapfitness.com","572 Main Street","","East Aurora","NY","14052","USA","snapfitness","Open","open","www.snapfitness.com/eastaurora","","East Aurora - 1153","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1153.pdf"
"1154","","1849","Chandler","480-369-4457","chandleraz@snapfitness.com","990 East Riggs Rd.","Suite 4","Chandler","AZ","85249","USA","snapfitness","Open","open","www.snapfitness.com/chandleraz","","Chandler - 1154","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1154.pdf"
"1157","","1977","Old Lyme","860--43-4-33","oldlyme@snapfitness.com","54 Halls Rd.","","Old Lyme","CT","06371","USA","snapfitness","Open","open","www.snapfitness.com/oldlyme","","Old Lyme - 1157","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1157.pdf"
"1160","","2078","Hood River","541--71-6-53","hoodriver@snapfitness.com","2940 W. Cascade Ave. #100","","Hood River","OR","97031","USA","snapfitness","Open","open","www.snapfitness.com/hoodriver","","Hood River - 1160","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1160.pdf"
"1162","","1871","Corvallis Sunset","541--73-8-76","corvallissunset@snapfitness.com","5246 Philomath Blvd.","","Corvallis","OR","97333","USA","snapfitness","Open","open","www.snapfitness.com/corvallissunset","","Corvallis Sunset - 1162","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1162.pdf"
"1165","","1824","Burlington","802-881-0707","burlingtonvt@snapfitness.com","1127 North Ave.","","Burlington","VT","05408","USA","snapfitness","Open","open","www.snapfitness.com/burlingtonvt","","Burlington - 1165","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1165.pdf"
"1166","","1950","Broussard","337-839-8277","broussardla@snapfitness.com","219 St. Nazaire Rd.","","Broussard","LA","70518","USA","snapfitness","Open","open","www.snapfitness.com/broussardla","","Broussard - 1166","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1166.pdf"
"1167","","1981","St. Augusta","320-259-0991","staugustamn@snapfitness.com","24086 State Highway 15","","St. Augusta","MN","56301","USA","snapfitness","Open","open","www.snapfitness.com/staugustamn","","St. Augusta - 1167","0",""
"1168","","1857","Avondale","610-268-8100","avondalepa@snapfitness.com","921 Gap-Newport Pike","","Avondale","PA","19311","USA","snapfitness","Open","open","www.snapfitness.com/avondalepa","","Avondale - 1168","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1168.pdf"
"1169","","2022","Yuma Valley","928-783-5510","yumavalley@snapfitness.com","3840 West 24th Street","Suite 2","Yuma","AZ","85364","USA","snapfitness","Open","open","www.snapfitness.com/yumavalley","","Yuma Valley - 1169","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1169.pdf"
